100157,364207
100157,38848
100157,bradshaw97introduction
100157,bylund99coordinating
100157,dix01metaagent
100157,gray99finding
100157,labrou01standardizing
100157,labrou99agent
100157,nodine98overview
100157,nodine99active
100157,wagner97artificial
100598,455651
100598,marquez00machine
100598,punyakanok01use
105684,weiss00building
11099,itskevitch01automatic
114091,groh99automated
11510,23381
11510,29551
11510,3602
11510,heintz00robosoc
11510,veloso99cmunited
11510,stone98layered
115971,295535
115971,kumar00adaptive
115971,187087
115971,klein91supporting
117999,brin98anatomy
117999,howe97savvysearch
117999,zaiane98discovering
117999,zamir98web
120432,sadri99computational
120432,sakama99updating
126894,455997
126894,501178
126894,540501
126894,gajos01design
126894,peters02using
126894,wijngaards01mas
128239,brin98anatomy
128239,chalmers98order
130387,brazier99compositional
130387,vanschooten99report
157253,ding01probabilistic
157253,joachims01statistical
157253,ng01stable
164846,535300
164953,sadri99computational
164953,flach00abduction
164953,flach98strongly
165504,brin98anatomy
172324,451495
17752,decker95environment
17752,haynes96learning
17752,klein91supporting
17752,prasad96distributed
184682,284772
184682,rao95bdi
186486,deloach99multiagent
187087,klein91supporting
18915,grieser00unifying
18915,kruschwitz01exploiting
1894,412057
1894,agichtein01learning
1894,bahle02efficient
1894,clarke01exploiting
1894,craswell00server
1894,hawking01which
1894,kobayashi00information
1894,singhal01case
1894,brin98anatomy
1894,lawrence98searching
19199,allen01towards
19199,lesh99using
192612,441191
192612,broekstra02enabling
192612,buckinghamshum00scholonto
192612,kushmerick00wrapper
192612,vanzwol99searching
192612,wache01ontologybased
196686,300852
196686,bergo01text
196686,karypis00concept
196686,kuo00web
196686,shankar00weight
196686,9105
196686,cohen98joins
196762,32521
196762,55740
196762,florescu99query
198191,broersen00leveled
206655,267965
206655,279508
206655,375424
206655,376145
206655,455651
206655,ipeirotis01probe
206655,wu01towards
206655,65714
206655,brin98anatomy
206655,callan99automatic
206655,dreilinger97experiences
206655,liu98statistical
206655,meng99estimating
206655,yu99finding
210,martinez99face
210,oliver99bayesian
210,patterson02context
210,rosario99synthetic
210,oliver98graphical
2102,400733
2102,449621
2102,475405
2102,ghani01combining
2102,larsen01probabilistic
2102,sarkar01applying
2102,szummer01kernel
2102,wu00discriminantem
2102,craven98learning
2102,dietterich98approximate
21158,14648
21158,475405
21158,68306
21158,9546
21158,boyapati00towards
21158,christophides00community
21158,goecks99automatically
21158,hellerstein00recognizing
21158,joachims00estimating
21158,joachims99transductive
21158,marquez00machine
21158,mooney00contentbased
21158,nigam01using
21158,schohn00less
21158,thrun98framework
21158,craven98learning
21655,handschuh02authoring
21655,knoblock00accurately
21655,kushmerick02adaptive
21655,kushmerick02finitestate
21655,lawrence00context
21655,raman01potters
226296,540501
22863,476601
22863,bieman01finding
22863,drori01algorithm
22863,glover02using
22863,lawrence00context
22863,popescul01probabilistic
22863,popescul02towards
22863,lawrence98searching
233063,340534
233063,deweerdt00plan
233063,jennings95controlling
233063,parsons98agents
23381,3602
23381,64765
23381,asada98robocup
23381,kitano97robocup
23381,stone98layered
236095,459233
236095,478775
236095,526689
236095,alvarez00web
236095,chen00features
236095,iyer00boosting
236095,popescul01probabilistic
236095,314295
239748,jennings95controlling
241799,zunino01representing
241799,decker95environment
242172,452225
242172,453948
242172,474167
242172,bush01styx
242172,david01agentbased
242172,huget02application
242172,huget02model
242172,kinny97modelling
242172,rao95bdi
242172,rao96agentspeakl
243680,cabri01engineering
243680,ginsburg98annotate
243755,decker95coordination
243755,decker95environment
243755,jensen99learning
243827,rao95bdi
250204,inoue01controlling
250204,sadri99computational
250204,kowalski98from
250815,marsella00interactive
250815,miller00training
257383,rao95bdi
267501,509763
267501,nguyen00active
267965,376145
267965,callan99automatic
267965,meng99estimating
270678,rao95bdi
271013,moukas96amalthaea
271585,bergmark02collection
271585,bergmark02focused
271585,chakrabarti02accelerated
271585,craswell01effective
271585,davison00topical
271585,dlrg02background
271585,haveliwala02evaluating
271585,amitay98using
271585,bharat98improved
271585,brin98anatomy
271585,chakrabarti98automatic
271585,davison99discoweb
271585,dean99finding
271585,howe97savvysearch
271585,menczer99adaptive
271585,zamir99grouper
273596,horling99diagnosis
276915,457229
276915,allen01towards
279508,298782
279508,48055
279508,65714
279508,brin98anatomy
279508,callan99automatic
279508,dreilinger97experiences
279508,lawrence98searching
279508,liu98statistical
279508,meng99estimating
279508,wang00concept
279508,yu99efficient
279508,yu99finding
282608,13423
282608,wijsen99generalizing
282608,wijsen99stringbased
282608,wijsen99temporal
28307,maloof99machine
28307,wroblewski00analyzing
28307,46363
28307,bradford98pruning
28307,dietterich98approximate
28315,294031
28315,455336
28315,455961
28315,chomicki99animating
28315,erwig00querybytrace
28315,forlizzi99data
28315,grumbach00manipulating
28315,kollios99nearest
28315,ryu01application
284454,476601
284454,aggarwal01intelligent
284454,lawrence00context
284454,brin98anatomy
284454,buyukkokten99exploiting
284454,chakrabarti98automatic
284454,french98evaluating
284772,heinze99plan
284772,rao95bdi
286829,chang99approximate
286829,green01sdlip
292223,vanschooten01structuring
292223,wooldridge99methodology
292524,pal02web
292524,bishop98gtm
29551,veloso99cmunited
29551,3602
29551,64765
29551,asada98robocup
29551,kitano97robocup
29551,stone98layered
295535,340329
295535,508859
295535,531549
295535,giorgini01multiagent
295535,jennings95controlling
296568,454876
296568,51607
296568,56231
296568,schapire98boosting
296568,yang00improving
298502,aslam98static
298782,375424
298782,472783
298782,87928
298782,howe97savvysearch
298782,liu98statistical
298782,meng99estimating
298782,yu99efficient
298782,yu99finding
298782,yu99methodology
300584,acharya98active
300852,bergmark02collection
300852,bergmark02focused
300852,dlrg02background
300852,56124
300852,65816
300852,9105
300852,baker98distributional
300852,boley99document
300852,cohen98joins
300852,dietterich98approximate
301461,miles00designing
301461,iglesias99survey
301461,kinny96methodology
302575,489313
302575,vandertorre01contextual
302729,kostiadis99multithreaded
303620,sheng99graph
30494,xu98neural
30500,deloach99multiagent
306507,kostiadis99multithreaded
306529,parker00current
306529,marsella99being
306529,stone98layered
310158,escudero00portability
310158,marquez00machine
310158,dietterich98approximate
314295,114563
314295,373513
314295,518092
314295,66208
314295,cohen01learning
314295,cohen98integration
314295,iyer00boosting
314295,popescul01probabilistic
314295,schein01generative
315153,61706
315153,cluet99using
318212,rao95bdi
319653,brin98anatomy
319653,kim00using
32215,64765
32215,jennings95controlling
323158,mcdonald00heterogeneous
323158,wooldridge99methodology
323867,bieman01finding
323867,hu01overview
323867,lawrence00context
323867,brin98anatomy
323867,lawrence98context
323867,lawrence98searching
32521,54866
32521,6411
32521,cohen98integration
32521,cohen98joins
32521,gray99finding
32521,hunter00merging
32521,muslea99hierarchical
32521,oyama01keyword
32521,zelikovitz00improving
32521,fiebig97raw
32986,haveliwala02evaluating
329899,454876
329899,455655
329899,475379
329899,nigam01using
329899,sche01active
329899,scheffer01active
329899,taniguchi01mining
329899,56231
329899,nigam99text
329899,soderland99learning
332050,flake00agents
332050,flake01towards
332050,nwana99perspective
336904,cumby00relational
336904,fleuret99graded
336904,roth98learning
340329,kumar00adaptive
340329,oviatt99ten
346630,chen98webmate
346630,moukas96amalthaea
346630,pagonis99evolving
346889,7537
346889,bollacker98citeseer
346889,bollacker99system
346889,brin98anatomy
346889,chakrabarti98automatic
346889,chen00features
346889,chen00websail
346939,glover00web
346939,glover99architecture
346939,langley94oblivious
346939,lawrence98context
35997,stanley01evolving
35997,yong01cooperative
3602,veloso99cmunited
3602,asada98robocup
3602,kitano97robocup
362175,brin98anatomy
362175,lawrence98searching
364207,luo02hybrid
364207,timm01from
364207,wache01ontologybased
364516,kruschwitz01exploiting
373023,fischer96intelligent
3733,60136
373513,6411
373513,bharat98improved
373513,brin98anatomy
373986,441527
373986,441927
373986,443686
373986,447337
375424,472783
375424,476601
375424,65714
375424,callan99automatic
375424,dreilinger97experiences
375424,lawrence98searching
375424,liu98statistical
375424,meng99estimating
375424,yu99efficient
375424,yu99finding
376145,48055
376145,65714
376145,87928
376145,brin98anatomy
376145,callan99automatic
376145,chang98global
376145,dreilinger97experiences
376145,french98evaluating
376145,lawrence98searching
376145,liu98statistical
376145,meng99estimating
376145,yu99efficient
376145,yu99finding
380343,56124
380343,65816
380343,baker98distributional
380343,boley99document
380343,dhillon01concept
382181,brass98semantics
382181,brass99computation
382181,wang00argumentationbased
382181,4664
382181,przymusinski98autoepistemic
385259,arisha99impact
385259,rao95formal
386535,gray01dagents
388718,sturm00tableau
389181,brandes01visual
392483,asada98robocup
399288,giorgini01multiagent
399288,kolp01architectural
399430,busetta99jack
412941,papadopoulos00models
412941,bradshaw97introduction
41721,itskevitch01automatic
421686,sabater99engineering
421686,jennings95controlling
421686,parsons98agents
421686,parsons99approach
424127,55740
424127,9546
424127,craven98learning
424127,fensel98ontobroker
424127,zamir98web
4251,alvarez00web
4251,flake00efficient
4251,kobayashi00information
4251,kobayashi99information
43410,schnattinger98qualitybased
437003,picco99lime
440714,hsu02genetic
440714,53191
441191,9546
441191,craven98learning
441373,jarke99architecture
441527,guessoum99from
441654,414073
441654,478775
441654,bruno02evaluating
441927,guessoum99from
442794,georgeff99beliefdesireintention
443403,24318
443403,arisha99impact
443686,guessoum99from
443686,labrou99agent
443805,andersson99intelligent
443805,bjrk00powerview
443805,holmquist00play
443805,ljungstrand99wearboy
443805,ljungstrand99webwho
445127,jennings95controlling
445127,panzarasa99modeling
445127,parsons98agents
445235,ashri00paradigma
445235,cabri00mars
445758,decker01multiagent
445758,rao95bdi
446625,deloach99multiagent
446625,mark00multiagent
447337,guessoum99from
448769,zambonelli01emergence
448769,450055
448769,cabri01engineering
449211,cabri00mars
449211,cremonini00ruling
449211,denti00luce
449513,lesh99using
450055,452225
450055,ciancarini02coordination
450055,zambonelli01emergence
450055,71059
450055,cabri00mars
450055,picco99lime
451495,cremonini00ruling
451495,denti99from
451495,fischer96intelligent
451495,picco99lime
452225,sparkman01automated
452225,527475
452225,cabri00mars
452225,cabri01engineering
452225,picco99lime
452308,brin98anatomy
452308,cleary00generating
452308,terveen99constructing
453948,527475
453999,artale01temporal
453999,454077
453999,artale01reasoning
453999,calvanese99unifying
453999,hodkinson99decidable
453999,jarke00concept
453999,sturm00tableau
454077,artale01temporal
454077,calvanese99unifying
454077,hodkinson99decidable
454077,jarke00concept
454077,sturm00tableau
454190,brin98anatomy
454190,hawking01measuring
454876,glover02using
454876,56231
454876,87928
454876,ghani00data
455651,65714
455651,87928
455651,brin98anatomy
455651,callan99automatic
455651,dreilinger97experiences
455651,lawrence98searching
455651,liu98statistical
455651,meng99estimating
455655,87928
455655,brin98anatomy
455655,cohen98integration
455655,dean99finding
455752,brin98anatomy
455752,lawrence98searching
455785,brin98anatomy
455785,lawrence98searching
455961,87014
455961,jennings00autonomous
455997,wijngaards01mas
455997,giampapa00agent
455997,graham00towards
456508,7537
456508,87928
456508,diao00toward
456508,flake00efficient
457130,ricci01enlightened
457130,hattori99socialware
457130,minar99hive
457130,wooldridge00agentoriented
457229,allen01towards
457268,noda99discovering
458208,87014
459286,wache01ontologybased
459286,bergamaschi99intelligent
45929,rousseau96personality
459526,kendall00java
459526,mark00multiagent
460350,jeh02scaling
460350,87928
460350,bharat98improved
460350,brin98anatomy
460350,chakrabarti98automatic
460350,cohn01missing
460350,hirai99webbase
460350,page98pagerank
460628,hirai99webbase
460643,8922
460784,aiello01ontological
460784,deloach02analysis
460784,8263
460784,benerecetti97model
460784,dragoni00updating
460784,rao94meansend
463357,dignum00towards
463357,parunak01erims
46363,34341
46363,prodromidis99comparative
46363,dietterich98approximate
4664,brass99equivalence
4664,dix01metaagent
4664,przymusinski98autoepistemic
467024,busetta99jack
467024,dinverno97formal
471147,dam01antitonic
472783,brin98anatomy
472783,powell00impact
472783,wu01towards
472783,yu99efficient
